suite,source,sensor_seed,score,detected,predicted_source,prototype_margin,abstained,headline_prediction,correct,action_gate_state
C1,actuator,14100,63.07004801860842,True,actuator,0.9817521381387423,False,actuator,True,correct_actionable
C1,actuator,14101,63.88117766443345,True,actuator,0.9875822694963632,False,actuator,True,correct_actionable
C1,actuator,14102,63.79722101357726,True,actuator,0.9859375678883363,False,actuator,True,correct_actionable
C1,actuator,14103,63.52689634601115,True,actuator,0.9822067217510886,False,actuator,True,correct_actionable
C1,actuator,14104,62.69804302364941,True,actuator,0.97658967442251,False,actuator,True,correct_actionable
C1,actuator,14105,63.41266321983469,True,actuator,0.9828260204763344,False,actuator,True,correct_actionable
C1,actuator,14106,63.501047721070954,True,actuator,0.9853298914751907,False,actuator,True,correct_actionable
C1,actuator,14107,63.84563817545846,True,actuator,0.9849484836614937,False,actuator,True,correct_actionable
C1,actuator,14108,63.90639538666824,True,actuator,0.9847392686645462,False,actuator,True,correct_actionable
C1,actuator,14109,63.92675160730834,True,actuator,0.9845279925653809,False,actuator,True,correct_actionable
C1,actuator,14110,63.791415805057355,True,actuator,0.9823027672231981,False,actuator,True,correct_actionable
C1,actuator,14111,63.434269235405715,True,actuator,0.9852438304706469,False,actuator,True,correct_actionable
C1,actuator,14112,63.752918751808934,True,actuator,0.9886911488739899,False,actuator,True,correct_actionable
C1,actuator,14113,63.429868797344575,True,actuator,0.9835727118737017,False,actuator,True,correct_actionable
C1,actuator,14114,63.99847777991929,True,actuator,0.9859027922153683,False,actuator,True,correct_actionable
C1,actuator,14115,63.79972350397605,True,actuator,0.9882349150753725,False,actuator,True,correct_actionable
C1,actuator,14116,63.43526815602596,True,actuator,0.9864661567728652,False,actuator,True,correct_actionable
C1,actuator,14117,64.12730001383936,True,actuator,0.9837788844949521,False,actuator,True,correct_actionable
C1,actuator,14118,63.720059099744255,True,actuator,0.9891753516620767,False,actuator,True,correct_actionable
C1,actuator,14119,64.10941910418724,True,actuator,0.984724587396134,False,actuator,True,correct_actionable
C1,actuator,14120,63.987293013858434,True,actuator,0.9876506879298292,False,actuator,True,correct_actionable
C1,actuator,14121,63.78235230476862,True,actuator,0.9822771708441737,False,actuator,True,correct_actionable
C1,actuator,14122,62.83537075385733,True,actuator,0.9737789187139927,False,actuator,True,correct_actionable
C1,actuator,14123,63.97954093749318,True,actuator,0.9830288103973519,False,actuator,True,correct_actionable
C1,actuator,14124,64.06432879143459,True,actuator,0.9830108357626677,False,actuator,True,correct_actionable
C1,actuator,14125,64.26089638775508,True,actuator,0.9776142414324135,False,actuator,True,correct_actionable
C1,actuator,14126,63.759492007024036,True,actuator,0.9855512951424799,False,actuator,True,correct_actionable
C1,actuator,14127,64.04246088782646,True,actuator,0.9850119101699863,False,actuator,True,correct_actionable
C1,actuator,14128,63.5581613314968,True,actuator,0.9832060071001096,False,actuator,True,correct_actionable
C1,actuator,14129,63.66633009710426,True,actuator,0.9854593622049356,False,actuator,True,correct_actionable
C1,actuator,14130,64.02127661775367,True,actuator,0.9804738612273517,False,actuator,True,correct_actionable
C1,actuator,14131,63.8765754483374,True,actuator,0.9826869718965522,False,actuator,True,correct_actionable
C1,actuator,14132,64.0304059240868,True,actuator,0.9874844389838509,False,actuator,True,correct_actionable
C1,actuator,14133,63.899905595622755,True,actuator,0.9860817493766504,False,actuator,True,correct_actionable
C1,actuator,14134,62.92313988296001,True,actuator,0.9817976299291012,False,actuator,True,correct_actionable
C1,actuator,14135,63.8950451564922,True,actuator,0.9871226893567306,False,actuator,True,correct_actionable
C1,actuator,14136,63.65822711347453,True,actuator,0.9854422091609802,False,actuator,True,correct_actionable
C1,actuator,14137,63.88776544174542,True,actuator,0.9885700899485858,False,actuator,True,correct_actionable
C1,actuator,14138,63.85343819498189,True,actuator,0.9895191204005218,False,actuator,True,correct_actionable
C1,actuator,14139,63.20807658863603,True,actuator,0.9819295859162419,False,actuator,True,correct_actionable
C1,actuator,14140,63.102460380699114,True,actuator,0.9847479788839979,False,actuator,True,correct_actionable
C1,actuator,14141,64.64378076078333,True,actuator,0.9798892861597435,False,actuator,True,correct_actionable
C1,actuator,14142,64.21380907040208,True,actuator,0.9849923195229101,False,actuator,True,correct_actionable
C1,actuator,14143,62.76557531507118,True,actuator,0.979566283865073,False,actuator,True,correct_actionable
C1,actuator,14144,63.745554962998014,True,actuator,0.987485236760139,False,actuator,True,correct_actionable
C1,actuator,14145,63.07905698269015,True,actuator,0.9766554946450539,False,actuator,True,correct_actionable
C1,actuator,14146,63.790887675803035,True,actuator,0.9860375441818438,False,actuator,True,correct_actionable
C1,actuator,14147,64.19070811128437,True,actuator,0.9848034633782602,False,actuator,True,correct_actionable
C1,healthy,14100,0.8480274253115373,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14101,1.1693294405194308,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14102,0.8374402741670282,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14103,1.1233842517094073,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14104,0.967001435660654,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14105,0.8197914627768325,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14106,1.04568023009124,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14107,1.0896713372735884,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14108,1.1807700923288793,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14109,0.9459794902326718,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14110,0.6213591998112367,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14111,0.9999709063784031,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14112,1.0693583580183097,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14113,0.6383452177998298,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14114,0.977777482449545,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14115,1.0117723851120135,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14116,1.0919594380738051,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14117,0.7128950095734673,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14118,0.659063718692876,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14119,0.9373772672982589,False,healthy,,False,healthy,True,correct_no_action
C1,healthy,14120,1.050851886057174,False,healthy,,False,healthy,True,correct_no_action
