name,analysis_duration_s,burst_duration_s,ramp_s,peak_abs_force_n,signed_impulse_n_s,structural_max_gauge_rms_microstrain,actuator_max_gauge_rms_microstrain,structural_actuator_max_gauge_rms_microstrain,healthy_peak_abs_joint_angle_rad,healthy_peak_abs_joint_speed_rad_s,healthy_peak_abs_gauge_microstrain,healthy_peak_tip_radius_m,mechanics_pass,safety_screen_pass,pass
ordinary_no_tip_load,1.25,,0.0,0.0,0.0,2.1733306264576555,5.924440413419893,5.925239946380909,3.176253408124522,13.790340593316595,74.15046432967642,0.8000126411202788,False,False,False
continuous_gate_load,1.25,,0.0,1.0,-5.551115123125783e-17,10.558581295387675,23.35632645143609,23.35819187242479,9.053823065586874,40.67390111933115,136.45008594689756,0.8001503972760557,True,False,False
bounded_1_cycle,1.25,1.25,0.15625,1.0,2.7755575615628914e-17,8.18114542584087,7.843141862861496,12.32862890992018,4.531569938781988,37.73995856863015,84.66866125107941,0.8001047779062536,False,False,False
bounded_2_cycle,2.5,2.5,0.15625,1.0,-2.7755575615628914e-17,8.672631294808106,13.379362984541585,17.490804101289783,21.06159865692902,37.73995856863015,84.66866125107941,0.8001229377770598,False,False,False
