candidate_label,maximum_gain_compensation,minimum_gain_remaining,expected_oracle_multiplier,mean_fault_reduction_pct,min_fault_reduction_pct,mean_healthy_false_authorization_benefit_pct,mean_source_specific_margin_pp,min_source_specific_margin_pp,tracking_gate_pass,specificity_gate_pass,lifecycle_safety_gate_pass
cap2_floor0p25,2.0,0.25,2.0,10.851859845038875,10.769618018301768,6.176504798170581,4.675355046868297,4.3762494554124105,False,False,True
cap3_floor0p25,3.0,0.25,3.0,16.657306912212572,16.508226666844894,8.173898883020906,8.483408029191667,8.340176759808477,True,False,True
cap4_floor0p25,4.0,0.25,4.0,19.71069243663121,19.596479980835756,9.987499618353525,9.723192818277687,6.701310310622626,True,False,False
cap5_floor0p25,5.0,0.25,4.0,19.71069243663121,19.596479980835756,9.987499618353525,9.723192818277687,6.701310310622626,True,False,False
cap5_floor0p20,5.0,0.2,4.0,19.71069243663121,19.596479980835756,9.987499618353525,9.723192818277687,6.701310310622626,True,False,False
