role,case_id,source_class,subtype,location,severity,severity_semantics,sensor_seed,pair_id,classification_evaluations,recovery_command_changed_steps,recovery_changed_before_decision,tracking_integral_5s_m_s,safety_incident_steps,saturation_steps,contact_episode_count,contact_active_steps,peak_contact_force_n,max_abs_joint_0_rad,max_abs_joint_1_rad,max_abs_joint_speed_0_rad_s,max_abs_joint_speed_1_rad_s,max_abs_gauge_microstrain,pre_fault_hash,flag_steps_joint_angle_0_exceeded,flag_steps_joint_angle_1_exceeded,flag_steps_joint_speed_0_exceeded,flag_steps_joint_speed_1_exceeded,flag_steps_tip_workspace_exceeded,flag_steps_gauge_abs_exceeded,flag_steps_tip_contact_force_exceeded
assessment,structure_ei_remaining_0p25,structure,link_stiffness_loss,1,0.25,remaining link-2 EI fraction; lower is more severe,16101,fault-deficit-assessment-16101,1,0,False,0.8529868065865072,0,0,1,23,1.987361865550575,0.27273921549346136,0.290212668358361,0.5720627395189304,1.3212049729733888,71.24540827411431,594b9874e44b68531ea552aebfedba078fc02401b9c6adeda97514313859c5bf,0,0,0,0,0,0,0
assessment,structure_ei_remaining_0p50,structure,link_stiffness_loss,1,0.5,remaining link-2 EI fraction; lower is more severe,16101,fault-deficit-assessment-16101,1,0,False,0.8610394740645202,0,0,1,23,2.035013570567529,0.27444592130945056,0.2897371512960176,0.5831251463785936,1.3301201850586253,37.805546148268476,594b9874e44b68531ea552aebfedba078fc02401b9c6adeda97514313859c5bf,0,0,0,0,0,0,0
assessment,structure_ei_remaining_0p75,structure,link_stiffness_loss,1,0.75,remaining link-2 EI fraction; lower is more severe,16101,fault-deficit-assessment-16101,1,0,False,0.8613279672169558,0,0,1,24,2.033670560012175,0.2736725671559226,0.28997665999417777,0.5746196572427031,1.2888496033178765,25.180495687191495,594b9874e44b68531ea552aebfedba078fc02401b9c6adeda97514313859c5bf,0,0,0,0,0,0,0
assessment,actuator_gain_remaining_0p10,actuator,actuator_gain_loss,1,0.1,remaining joint-1 delivered-gain fraction; lower is more severe,16102,fault-deficit-assessment-16102,1,0,False,1.4213803233653177,0,0,1,23,1.5170798559783112,0.17032882251203763,1.040399035357793,0.37345523644849443,1.6692124937198738,20.98904936683077,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
assessment,actuator_gain_remaining_0p25,actuator,actuator_gain_loss,1,0.25,remaining joint-1 delivered-gain fraction; lower is more severe,16102,fault-deficit-assessment-16102,1,0,False,1.0591224118175773,0,0,1,22,0.08193208541761332,0.20769933541146557,0.6328085737987097,0.3917041215131256,1.4875563540825976,3.4498673816107943,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
assessment,actuator_gain_remaining_0p50,actuator,actuator_gain_loss,1,0.5,remaining joint-1 delivered-gain fraction; lower is more severe,16102,fault-deficit-assessment-16102,1,0,False,0.9738906928234459,0,0,1,25,1.522671512260583,0.2516252436383173,0.44757272720020325,0.5601274437396775,1.6746686929098864,15.60138280509271,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
assessment,actuator_gain_remaining_0p70,actuator,actuator_gain_loss,1,0.7,remaining joint-1 delivered-gain fraction; lower is more severe,16102,fault-deficit-assessment-16102,1,0,False,0.9141304124121784,0,0,1,24,1.9255784858513791,0.2681312759764687,0.360880958948941,0.572162486477179,1.5444494351877225,18.22988986194929,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
assessment,actuator_gain_remaining_0p85,actuator,actuator_gain_loss,1,0.85,remaining joint-1 delivered-gain fraction; lower is more severe,16102,fault-deficit-assessment-16102,1,0,False,0.8830055729413296,0,0,1,23,2.018728979726526,0.2718849141119386,0.3138693671937105,0.5848053350048232,1.4090791917440448,19.656829749790106,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
assessment,healthy_reference,healthy,none,-1,1.0,no fault; remaining fraction reference,16102,fault-deficit-assessment-16102,1,0,False,0.8593696071348103,0,0,1,24,2.125094426125184,0.2725521772109962,0.2910393616021021,0.58903910282182,1.307950919025691,19.85712058612421,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
assessment,sensor_encoder_bias_0p05,sensor,encoder_bias,0,0.05,encoder bias in radians; physical plant remains healthy,16102,fault-deficit-assessment-16102,1,0,False,0.9946370351545883,0,0,1,21,1.647583472273753,0.28409691562887307,0.29781853969325,0.5567366185192935,1.3335985558087238,19.689682980930137,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
