configuration,scenario,q_rms_1_rad,q_rms_2_rad,imu_rms_1,imu_rms_2,imu_rms_3,imu_rms_4,imu_rms_5,imu_rms_6,gauge_rms_1_microstrain,gauge_rms_2_microstrain,gauge_rms_3_microstrain,gauge_rms_4_microstrain,gauge_peak_1_microstrain,gauge_peak_2_microstrain,gauge_peak_3_microstrain,gauge_peak_4_microstrain
points_9_dt_2e-04,structural,0.0001869468066632697,0.0008992916368085905,0.05443114644161549,0.0,0.5730684428316561,0.0,0.014862137732592649,0.0,0.05969351352404447,0.03740345085174672,0.24724266102642342,1.9265728644432087,0.4334522195748036,0.31557221646494327,2.9179834510562053,5.173007207257552
points_9_dt_2e-04,actuator,0.24655811177618922,0.45857567161866697,5.335649226773128,0.0,2.3413495040401657,0.0,1.9203592461850683,0.0,2.8266868092024473,5.811422820070711,4.002007709592137,0.6080109223416628,9.118191441253032,12.525067251729638,9.224631266477878,3.8282439401271517
points_9_dt_2e-04,encoder,0.04999999999999958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
points_9_dt_1e-04,structural,0.0001865175744348834,0.0009002068713767014,0.05437976690922199,0.0,0.5671680608857054,0.0,0.01476237612615993,0.0,0.05957760942517453,0.03743469919428594,0.24525830677418536,1.9265500130703228,0.4390710389934327,0.31937452904529096,2.8140328218095867,5.148290053054172
points_9_dt_1e-04,actuator,0.24463539342333748,0.4573275647492728,5.3254806690600525,0.0,2.3386179404834664,0.0,1.8967230348152695,0.0,2.8186963042383075,5.8070683903256715,4.006638044768208,0.6075061068382022,9.098212741145417,12.507830842638512,9.242501018542626,3.881111131720516
points_9_dt_1e-04,encoder,0.04999999999999958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
points_17_dt_1e-04,structural,9.454813974624746e-05,0.000459604706782384,0.04526420635148371,0.0,0.5024876953514626,0.0,0.011461079277161062,0.0,0.034787225995475846,0.016595153961187773,0.18215253178103652,1.921896631909402,0.23486702183106445,0.16726976195258025,2.8010992501936727,4.662262418304586
points_17_dt_1e-04,actuator,0.24612836060266394,0.46266328479410285,5.3446969333538235,0.0,2.5613608640431162,0.0,1.8955766194448656,0.0,2.829382176682594,5.806520678416649,4.017850868890644,0.6452910334127854,7.687027197427199,11.822850865126355,11.165303708340346,4.852687450624948
points_17_dt_1e-04,encoder,0.04999999999999958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
